Response	Gene_ENSEMBL_ID	quantitative_sorting_score	visualization_score	baseline_score	Percent_appearing_in_restart_set
Doxorubicin	ENSG00000123268	15583.9	1.0	-0.2106248	1.0
Doxorubicin	ENSG00000104998	15579.47	0.99970184	-0.19619485	1.0
Doxorubicin	ENSG00000167842	15577.33	0.99955781	-0.19309367	1.0
Doxorubicin	ENSG00000105246	15491.88	0.99380666	-0.13367204	0.15
Doxorubicin	ENSG00000108587	15470.13	0.99234279	0.01489471	0.0
Doxorubicin	ENSG00000107643	15465.31	0.99201838	0.00757405	0.0
Doxorubicin	ENSG00000162434	15458.12	0.99153446	-0.0542419	0.0
Doxorubicin	ENSG00000164985	15440.81	0.99036943	-0.16446397	0.81
Doxorubicin	ENSG00000173145	15440.11	0.99032231	-0.18847865	0.99
Doxorubicin	ENSG00000140992	15434.34	0.98993397	0.18454812	0.99
Doxorubicin	ENSG00000130703	15413.21	0.98851183	0.18276261	0.93
Doxorubicin	ENSG00000101266	15401.59	0.98772975	-0.08236617	0.0
Doxorubicin	ENSG00000070808	15377.84	0.98613127	-0.01264701	0.0
Doxorubicin	ENSG00000070770	15357.38	0.98475423	-0.04168615	0.0
Doxorubicin	ENSG00000066336	15313.66	0.98181168	0.00617404	0.0
Doxorubicin	ENSG00000118260	15305.73	0.98127796	-0.11142608	0.01
Doxorubicin	ENSG00000149948	15304.8	0.98121537	-0.16957361	0.86
Doxorubicin	ENSG00000075426	15296.65	0.98066684	0.04339801	0.0
Doxorubicin	ENSG00000148660	15293.92	0.9804831	0.08345068	0.01
Doxorubicin	ENSG00000091513	15287.91	0.9800786	0.00550219	0.0
Doxorubicin	ENSG00000162302	15284.05	0.9798188	-0.04933482	0.0
Doxorubicin	ENSG00000095794	15280.56	0.97958391	-0.07932084	0.0
Doxorubicin	ENSG00000100201	15276.78	0.9793295	-0.05014035	0.0
Doxorubicin	ENSG00000100784	15269.03	0.97880789	-0.02642013	0.0
Doxorubicin	ENSG00000107223	15265.5	0.97857031	0.01954843	0.0
Doxorubicin	ENSG00000213523	15265.18	0.97854877	0.03131796	0.0
Doxorubicin	ENSG00000154727	15261.23	0.97828292	-0.12754302	0.12
Doxorubicin	ENSG00000122952	15250.46	0.97755805	-0.0070332	0.0
Doxorubicin	ENSG00000107937	15250.41	0.97755469	-0.12167505	0.04
Doxorubicin	ENSG00000134072	15241.54	0.9769577	-0.02668112	0.0
Doxorubicin	ENSG00000169679	15220.47	0.9755396	-0.04149906	0.0
Doxorubicin	ENSG00000198408	15212.7	0.97501664	-0.18249329	0.94
Doxorubicin	ENSG00000168811	15197.89	0.97401986	-0.13948689	0.29
Doxorubicin	ENSG00000179041	15192.46	0.9736544	-0.09200892	0.0
Doxorubicin	ENSG00000177606	15180.97	0.97288108	0.05819664	0.0
Doxorubicin	ENSG00000169714	15162.74	0.97165412	-0.08144298	0.0
Doxorubicin	ENSG00000183963	15160.62	0.97151143	0.11379745	0.03
Doxorubicin	ENSG00000143321	15154.42	0.97109415	-0.00434928	0.0
Doxorubicin	ENSG00000132256	15135.17	0.96979854	-0.08978793	0.0
Doxorubicin	ENSG00000137812	15123.92	0.96904136	-0.09537892	0.01
Doxorubicin	ENSG00000142871	15120.09	0.96878359	-0.07801124	0.0
Doxorubicin	ENSG00000135655	15107.7	0.96794969	-0.06056308	0.0
Doxorubicin	ENSG00000113368	15086.67	0.96653428	-0.02427444	0.0
Doxorubicin	ENSG00000185591	15086.04	0.96649188	-0.05225127	0.0
Doxorubicin	ENSG00000162896	15084.1	0.96636131	-0.06335187	0.0
Doxorubicin	ENSG00000049449	15073.58	0.96565327	-0.04172386	0.0
Doxorubicin	ENSG00000125844	15068.54	0.96531405	0.05851076	0.0
Doxorubicin	ENSG00000153113	15063.07	0.9649459	0.01071881	0.0
Doxorubicin	ENSG00000164305	15047.09	0.96387037	-0.16933719	0.89
Doxorubicin	ENSG00000099940	15046.84	0.96385355	0.02473085	0.0
Doxorubicin	ENSG00000128881	15039.42	0.96335415	-0.06466924	0.0
Doxorubicin	ENSG00000062650	15010.83	0.96142992	-0.18205132	0.94
Doxorubicin	ENSG00000074410	15010.3	0.96139425	0.17601566	0.89
Doxorubicin	ENSG00000103194	15004.28	0.96098908	0.01408291	0.0
Doxorubicin	ENSG00000171564	15002.7	0.96088274	0.02051372	0.0
Doxorubicin	ENSG00000119285	15000.69	0.96074745	-0.1755656	0.9
Doxorubicin	ENSG00000130726	14985.52	0.95972645	0.00185952	0.0
Doxorubicin	ENSG00000197111	14970.7	0.958729	-0.07510547	0.0
Doxorubicin	ENSG00000143850	14968.95	0.95861122	0.16739414	0.83
Doxorubicin	ENSG00000143748	14948.84	0.95725773	-0.04475366	0.0
Doxorubicin	ENSG00000157483	14947.92	0.95719581	0.071409	0.0
Doxorubicin	ENSG00000108592	14911.91	0.95477218	-0.09207111	0.0
Doxorubicin	ENSG00000104365	14899.8	0.95395712	-0.09613984	0.01
Doxorubicin	ENSG00000122642	14893.8	0.9535533	0.05473707	0.0
Doxorubicin	ENSG00000136718	14880.79	0.95267767	-0.03531676	0.0
Doxorubicin	ENSG00000112118	14866.24	0.95169839	-0.03894695	0.0
Doxorubicin	ENSG00000100823	14859.37	0.95123601	-0.06669741	0.0
Doxorubicin	ENSG00000257017	14850.39	0.95063162	-0.00174967	0.0
Doxorubicin	ENSG00000011304	14835.3	0.949616	-0.04482738	0.0
Doxorubicin	ENSG00000144909	14822.14	0.94873027	-0.14899687	0.48
Doxorubicin	ENSG00000004478	14819.87	0.94857749	0.09234593	0.0
Doxorubicin	ENSG00000123064	14818.35	0.94847519	-0.0280219	0.0
Doxorubicin	ENSG00000100029	14804.82	0.94756456	0.02425349	0.0
Doxorubicin	ENSG00000163938	14804.45	0.94753966	-0.02407342	0.0
Doxorubicin	ENSG00000131788	14773.51	0.94545726	-0.02072178	0.0
Doxorubicin	ENSG00000178896	14765.3	0.94490469	-0.04205169	0.0
Doxorubicin	ENSG00000118007	14764.91	0.94487845	-0.07560913	0.0
Doxorubicin	ENSG00000138442	14760.33	0.94457019	-0.06546636	0.0
Doxorubicin	ENSG00000124164	14755.06	0.9442155	0.14678664	0.49
Doxorubicin	ENSG00000188739	14752.02	0.94401089	-0.11395217	0.04
Doxorubicin	ENSG00000092201	14744.01	0.94347179	-0.08639354	0.0
Doxorubicin	ENSG00000135372	14743.15	0.9434139	-0.07048359	0.0
Doxorubicin	ENSG00000105401	14741.18	0.94328131	-0.06631327	0.0
Doxorubicin	ENSG00000130119	14717.35	0.94167745	-0.02641272	0.0
Doxorubicin	ENSG00000101972	14713.24	0.94140083	-0.02345133	0.0
Doxorubicin	ENSG00000131236	14699.73	0.94049155	-0.0016731	0.0
Doxorubicin	ENSG00000102316	14684.56	0.93947054	0.05591457	0.0
Doxorubicin	ENSG00000111615	14681.48	0.93926325	-0.09750891	0.01
Doxorubicin	ENSG00000241058	14670.41	0.93851819	0.02843807	0.0
Doxorubicin	ENSG00000133316	14654.89	0.93747363	-0.10799438	0.03
Doxorubicin	ENSG00000041802	14639.15	0.93641426	-0.00709799	0.0
Doxorubicin	ENSG00000088205	14629.62	0.93577285	-0.02864043	0.0
Doxorubicin	ENSG00000176986	14627.94	0.93565977	0.03551827	0.0
Doxorubicin	ENSG00000215305	14627.39	0.93562276	-0.00659101	0.0
Doxorubicin	ENSG00000169594	14626.25	0.93554603	-0.07467489	0.0
Doxorubicin	ENSG00000117151	14621.37	0.93521758	-0.0978116	0.0
Doxorubicin	ENSG00000160207	14621.32	0.93521422	-0.16995604	0.87
Doxorubicin	ENSG00000108055	14619.5	0.93509173	-0.06572719	0.0
Doxorubicin	ENSG00000080608	14610.07	0.93445705	-0.11667742	0.07
Doxorubicin	ENSG00000074266	14601.71	0.93389438	-0.09207204	0.0
Doxorubicin	ENSG00000171490	14600.1	0.93378602	-0.0041029	0.0
Doxorubicin	ENSG00000178105	14578.85	0.93235581	0.00228694	0.0
Doxorubicin	ENSG00000166866	14574.64	0.93207245	0.15081084	0.52
Doxorubicin	ENSG00000134121	14573.94	0.93202534	0.02755038	0.0
Doxorubicin	ENSG00000124228	14573.25	0.9319789	0.0048618	0.0
Doxorubicin	ENSG00000143549	14568.51	0.93165988	0.05668429	0.0
Doxorubicin	ENSG00000213782	14564.42	0.9313846	-0.14500198	0.36
Doxorubicin	ENSG00000147162	14562.64	0.9312648	-0.10490161	0.0
Doxorubicin	ENSG00000169083	14559.31	0.93104068	0.052452	0.0
Doxorubicin	ENSG00000072042	14551.21	0.93049551	0.04653545	0.0
Doxorubicin	ENSG00000164754	14550.74	0.93046388	-0.05661706	0.0
Doxorubicin	ENSG00000106344	14548.18	0.93029158	-0.01530044	0.0
Doxorubicin	ENSG00000170515	14546.15	0.93015495	-0.00062026	0.0
Doxorubicin	ENSG00000115816	14542.61	0.9299167	-0.00317755	0.0
Doxorubicin	ENSG00000188976	14542.2	0.9298891	0.05748871	0.0
Doxorubicin	ENSG00000134697	14538.68	0.92965219	-0.01599356	0.0
Doxorubicin	ENSG00000094916	14536.7	0.92951893	-0.04140411	0.0
Doxorubicin	ENSG00000174780	14533.28	0.92928875	-0.05153681	0.0
Doxorubicin	ENSG00000197157	14532.87	0.92926115	0.09419894	0.0
Doxorubicin	ENSG00000076003	14525.83	0.92878733	-0.05453728	0.0
Doxorubicin	ENSG00000120158	14525.35	0.92875503	-0.1486339	0.58
Doxorubicin	ENSG00000140416	14518.04	0.92826303	0.06197341	0.0
Doxorubicin	ENSG00000174748	14514.26	0.92800862	-0.05454049	0.0
Doxorubicin	ENSG00000125485	14511.15	0.9277993	-0.13550674	0.22
Doxorubicin	ENSG00000063176	14498.08	0.92691964	0.06316904	0.0
Doxorubicin	ENSG00000116675	14485.48	0.9260716	0.04207911	0.0
Doxorubicin	ENSG00000152256	14441.78	0.9231304	0.02567173	0.0
Doxorubicin	ENSG00000125970	14439.62	0.92298503	0.05067433	0.0
Doxorubicin	ENSG00000151461	14431.45	0.92243515	-0.08274402	0.0
Doxorubicin	ENSG00000133424	14417.43	0.92149154	0.17686513	0.9
Doxorubicin	ENSG00000143845	14415.34	0.92135088	-0.02061404	0.0
Doxorubicin	ENSG00000178950	14405.04	0.92065764	0.03388509	0.0
Doxorubicin	ENSG00000089009	14396.38	0.92007479	-0.05552439	0.0
Doxorubicin	ENSG00000120800	14379.37	0.91892994	-0.0521044	0.0
Doxorubicin	ENSG00000150459	14377.88	0.91882966	-0.01066527	0.0
Doxorubicin	ENSG00000005339	14369.96	0.91829661	-0.08015224	0.0
Doxorubicin	ENSG00000122592	14368.07	0.9181694	-0.03447208	0.0
Doxorubicin	ENSG00000186834	14367.64	0.91814046	-0.1133808	0.0
Doxorubicin	ENSG00000142534	14361.7	0.91774068	-0.0351634	0.0
Doxorubicin	ENSG00000178694	14338.19	0.91615835	-0.13718689	0.31
Doxorubicin	ENSG00000130150	14337.97	0.91614354	-0.05792307	0.0
Doxorubicin	ENSG00000197879	14332.9	0.91580231	0.04377827	0.0
Doxorubicin	ENSG00000077800	14331.78	0.91572693	0.035878	0.0
Doxorubicin	ENSG00000198242	14329.89	0.91559973	-0.02244924	0.0
Doxorubicin	ENSG00000106330	14314.27	0.91454843	0.09207111	0.0
Doxorubicin	ENSG00000124383	14303.14	0.91379933	-0.02192082	0.0
Doxorubicin	ENSG00000171763	14296.94	0.91338205	-0.04173825	0.0
Doxorubicin	ENSG00000184967	14289.94	0.91291092	0.02607355	0.0
Doxorubicin	ENSG00000165271	14286.03	0.91264776	-0.00148354	0.0
Doxorubicin	ENSG00000106144	14276.53	0.91200837	0.02754006	0.0
Doxorubicin	ENSG00000118322	14272.09	0.91170954	0.1358712	0.32
Doxorubicin	ENSG00000086827	14269.31	0.91152243	-0.06207482	0.0
Doxorubicin	ENSG00000156831	14253.62	0.91046643	0.0463621	0.0
Doxorubicin	ENSG00000122565	14248.8	0.91014202	-0.02848449	0.0
Doxorubicin	ENSG00000133226	14243.64	0.90979473	0.00496883	0.0
Doxorubicin	ENSG00000185527	14233.26	0.90909611	0.01135486	0.0
Doxorubicin	ENSG00000155827	14224.63	0.90851527	-0.04038199	0.0
Doxorubicin	ENSG00000085563	14223.32	0.90842711	0.16386257	0.71
Doxorubicin	ENSG00000109519	14199.75	0.90684074	-0.06441017	0.0
Doxorubicin	ENSG00000091127	14196.06	0.90659239	0.0207256	0.0
Doxorubicin	ENSG00000197769	14191.22	0.90626664	0.00258218	0.0
Doxorubicin	ENSG00000103275	14181.78	0.90563128	-0.0069496	0.0
Doxorubicin	ENSG00000135829	14180.58	0.90555052	-0.08380696	0.0
Doxorubicin	ENSG00000148824	14178.88	0.9054361	-0.07270554	0.0
Doxorubicin	ENSG00000132382	14176.19	0.90525505	-0.03013893	0.0
Doxorubicin	ENSG00000169057	14175.3	0.90519515	-0.01738646	0.0
Doxorubicin	ENSG00000129317	14174.68	0.90515342	-0.04251983	0.0
Doxorubicin	ENSG00000117859	14173.72	0.90508881	-0.07911443	0.0
Doxorubicin	ENSG00000179299	14169.65	0.90481488	-0.05405192	0.0
Doxorubicin	ENSG00000123737	14168.62	0.90474556	-0.10842804	0.03
Doxorubicin	ENSG00000130305	14168.41	0.90473143	0.03622684	0.0
Doxorubicin	ENSG00000102317	14167.75	0.904687	-0.00344807	0.0
Doxorubicin	ENSG00000108654	14163.64	0.90441038	-0.1508895	0.52
Doxorubicin	ENSG00000105671	14162.04	0.9043027	-0.02066509	0.0
Doxorubicin	ENSG00000100852	14149.38	0.90345062	0.03267592	0.0
Doxorubicin	ENSG00000077150	14148.56	0.90339544	-0.09394126	0.0
Doxorubicin	ENSG00000126457	14133.36	0.90237241	-0.06933897	0.0
Doxorubicin	ENSG00000183044	14123.7	0.90172225	0.0269175	0.0
Doxorubicin	ENSG00000115866	14121.85	0.90159774	-0.09591035	0.0
Doxorubicin	ENSG00000148843	14117.45	0.9013016	-0.11449037	0.05
Doxorubicin	ENSG00000103549	14107.12	0.90060634	0.0480162	0.0
Doxorubicin	ENSG00000138674	14102.3	0.90028194	0.09148715	0.0
Doxorubicin	ENSG00000137309	14101.77	0.90024627	-0.03922587	0.0
Doxorubicin	ENSG00000072062	14100.35	0.90015069	0.0217209	0.0
Doxorubicin	ENSG00000089157	14099.81	0.90011435	-0.03548418	0.0
Doxorubicin	ENSG00000101773	14098.17	0.90000397	-0.04681749	0.0
Doxorubicin	ENSG00000078399	14092.34	0.89961159	-0.02644907	0.0
Doxorubicin	ENSG00000099622	14083.81	0.89903748	-0.002203	0.0
Doxorubicin	ENSG00000111269	14083.33	0.89900518	-0.00744606	0.0
Doxorubicin	ENSG00000011454	14076.56	0.89854952	-0.15317644	0.52
Doxorubicin	ENSG00000125484	14069.87	0.89809926	-0.1162426	0.03
Doxorubicin	ENSG00000144048	14066.19	0.89785158	-0.15989554	0.65
Doxorubicin	ENSG00000184840	14058.01	0.89730103	0.09204467	0.0
Doxorubicin	ENSG00000138326	14055.9	0.89715902	-0.0302665	0.0
Doxorubicin	ENSG00000213246	14053.77	0.89701566	-0.08316391	0.0
Doxorubicin	ENSG00000110107	14049.45	0.89672491	-0.03953751	0.0
Doxorubicin	ENSG00000006652	14034.2	0.89569851	0.06947421	0.0
Doxorubicin	ENSG00000070882	14032.9	0.89561102	0.00202269	0.0
Doxorubicin	ENSG00000003402	14023.86	0.89500259	-0.05113698	0.0
Doxorubicin	ENSG00000015676	14018.59	0.89464789	0.01600378	0.0
Doxorubicin	ENSG00000149313	14009.45	0.89403273	-0.12258992	0.04
Doxorubicin	ENSG00000067606	14001.24	0.89348016	0.04647892	0.0
Doxorubicin	ENSG00000163811	13993.79	0.89297875	-0.05392709	0.0
Doxorubicin	ENSG00000023734	13992.38	0.89288385	-0.03953571	0.0
Doxorubicin	ENSG00000110047	13986.75	0.89250492	0.02477569	0.0
Doxorubicin	ENSG00000109320	13985.76	0.89243829	-0.0660944	0.0
Doxorubicin	ENSG00000125733	13978.97	0.8919813	-0.02760706	0.0
Doxorubicin	ENSG00000164542	13962.48	0.89087145	-0.14950109	0.52
Doxorubicin	ENSG00000137815	13961.18	0.89078395	-0.01839126	0.0
Doxorubicin	ENSG00000054118	13951.34	0.89012168	-0.01981514	0.0
Doxorubicin	ENSG00000109832	13949.58	0.89000322	0.05131333	0.0
Doxorubicin	ENSG00000108039	13935.91	0.88908317	-0.01975141	0.0
Doxorubicin	ENSG00000136807	13935.07	0.88902664	-0.16613332	0.83
Doxorubicin	ENSG00000159140	13930.05	0.88868877	-0.08776873	0.0
Doxorubicin	ENSG00000107625	13917.98	0.88787641	-0.15028896	0.49
Doxorubicin	ENSG00000128641	13917.12	0.88781853	0.05840637	0.0
Doxorubicin	ENSG00000198576	13916.45	0.88777343	0.02910976	0.0
Doxorubicin	ENSG00000117395	13909.5	0.88730567	-0.08646025	0.0
Doxorubicin	ENSG00000160271	13907.96	0.88720202	-0.00629386	0.0
Doxorubicin	ENSG00000131725	13905.53	0.88703847	0.00379174	0.0
Doxorubicin	ENSG00000170242	13905.02	0.88700414	-0.05925546	0.0
Doxorubicin	ENSG00000130204	13904.42	0.88696376	0.05191381	0.0
Doxorubicin	ENSG00000071054	13904.11	0.8869429	-0.08413817	0.0
Doxorubicin	ENSG00000111845	13903.0	0.88686819	-0.04438759	0.0
Doxorubicin	ENSG00000119231	13897.0	0.88646436	-0.07403203	0.0
Doxorubicin	ENSG00000196235	13888.78	0.88591112	0.07680199	0.0
Doxorubicin	ENSG00000168883	13886.14	0.88573344	-0.01024854	0.0
Doxorubicin	ENSG00000184792	13880.11	0.88532759	0.03153149	0.0
Doxorubicin	ENSG00000244165	13875.13	0.88499242	0.09372694	0.02
Doxorubicin	ENSG00000124459	13870.53	0.88468282	-0.1727254	0.82
Doxorubicin	ENSG00000105127	13867.68	0.884491	0.00527023	0.0
Doxorubicin	ENSG00000115657	13864.78	0.88429582	0.16093145	0.7
Doxorubicin	ENSG00000186912	13862.87	0.88416727	0.08924993	0.0
Doxorubicin	ENSG00000164032	13855.97	0.88370287	0.00242958	0.0
Doxorubicin	ENSG00000211456	13854.91	0.88363153	-0.02413359	0.0
Doxorubicin	ENSG00000135476	13852.78	0.88348817	0.03046474	0.0
Doxorubicin	ENSG00000091039	13847.05	0.88310251	-0.0665318	0.0
Doxorubicin	ENSG00000146109	13830.89	0.88201488	-0.08258257	0.0
Doxorubicin	ENSG00000143924	13826.86	0.88174364	-0.08543062	0.0
Doxorubicin	ENSG00000006025	13821.43	0.88137818	-0.05138186	0.0
Doxorubicin	ENSG00000122687	13819.36	0.88123886	-0.07295686	0.0
Doxorubicin	ENSG00000122406	13815.24	0.88096156	0.00534521	0.0
Doxorubicin	ENSG00000110048	13800.19	0.87994863	0.0536012	0.0
Doxorubicin	ENSG00000068438	13788.97	0.87919348	-0.08006606	0.0
Doxorubicin	ENSG00000168872	13777.44	0.87841746	0.0136814	0.0
Doxorubicin	ENSG00000138468	13775.33	0.87827545	-0.09892756	0.0
Doxorubicin	ENSG00000171951	13774.88	0.87824516	0.08441263	0.0
Doxorubicin	ENSG00000185838	13763.35	0.87746914	-0.01778442	0.0
Doxorubicin	ENSG00000084072	13761.21	0.87732511	0.00059064	0.0
Doxorubicin	ENSG00000140829	13753.08	0.87677793	-0.03707986	0.0
Doxorubicin	ENSG00000178149	13743.4	0.87612642	-0.04864489	0.0
Doxorubicin	ENSG00000147481	13740.0	0.87589759	0.01145974	0.0
Doxorubicin	ENSG00000180228	13733.87	0.87548501	-0.03771688	0.0
Doxorubicin	ENSG00000155980	13733.8	0.8754803	0.04396073	0.0
Doxorubicin	ENSG00000054793	13733.19	0.87543924	0.01465303	0.0
Doxorubicin	ENSG00000125740	13727.96	0.87508724	-0.03356031	0.0
Doxorubicin	ENSG00000025156	13723.92	0.87481533	-0.06650544	0.0
Doxorubicin	ENSG00000145246	13715.51	0.8742493	-0.07570416	0.0
Doxorubicin	ENSG00000163913	13705.07	0.87354665	0.00249553	0.0
Doxorubicin	ENSG00000063854	13697.03	0.87300552	0.12877884	0.09
Doxorubicin	ENSG00000105755	13696.92	0.87299812	-0.02935325	0.0
Doxorubicin	ENSG00000134333	13695.15	0.87287899	0.05228	0.0
Doxorubicin	ENSG00000204103	13684.69	0.87217499	0.02522774	0.0
Doxorubicin	ENSG00000119782	13673.46	0.87141916	-0.04576959	0.0
Doxorubicin	ENSG00000075826	13667.21	0.87099851	-0.08163963	0.0
Doxorubicin	ENSG00000188120	13662.05	0.87065122	-0.06528825	0.0
Doxorubicin	ENSG00000111667	13658.91	0.87043988	0.07410306	0.0
Doxorubicin	ENSG00000095015	13650.01	0.86984087	0.10547828	0.0
Doxorubicin	ENSG00000029559	13645.54	0.86954002	0.05518516	0.0
Doxorubicin	ENSG00000133706	13635.17	0.86884208	-0.0473741	0.0
Doxorubicin	ENSG00000139546	13633.76	0.86874718	-0.07468961	0.0
Doxorubicin	ENSG00000187239	13631.72	0.86860988	-0.16727234	0.81
Doxorubicin	ENSG00000100934	13629.75	0.86847729	0.03291958	0.0
Doxorubicin	ENSG00000106299	13629.27	0.86844498	0.13284658	0.13
Doxorubicin	ENSG00000124440	13620.3	0.86784126	0.02666159	0.0
Doxorubicin	ENSG00000134001	13618.01	0.86768713	-0.03482962	0.0
Doxorubicin	ENSG00000011260	13615.8	0.86753839	-0.07227337	0.0
Doxorubicin	ENSG00000106638	13614.01	0.86741792	0.03973646	0.0
Doxorubicin	ENSG00000152592	13613.6	0.86739032	-0.03885025	0.0
Doxorubicin	ENSG00000129460	13602.65	0.86665334	-0.07764015	0.0
Doxorubicin	ENSG00000160180	13602.26	0.86662709	0.15864199	0.62
Doxorubicin	ENSG00000140939	13601.35	0.86656584	0.17047298	0.84
Doxorubicin	ENSG00000183751	13601.12	0.86655036	0.06063142	0.0
Doxorubicin	ENSG00000112701	13598.56	0.86637807	-0.05598575	0.0
Doxorubicin	ENSG00000112305	13597.17	0.86628451	-0.02569269	0.0
Doxorubicin	ENSG00000080824	13597.12	0.86628115	0.0223596	0.0
Doxorubicin	ENSG00000197121	13593.04	0.86600655	0.04182537	0.0
Doxorubicin	ENSG00000153827	13592.11	0.86594395	-0.14868917	0.48
Doxorubicin	ENSG00000067596	13589.16	0.86574541	-0.09041808	0.0
Doxorubicin	ENSG00000113658	13589.15	0.86574473	0.01217362	0.0
Doxorubicin	ENSG00000125753	13582.19	0.86527629	0.07553797	0.0
Doxorubicin	ENSG00000138834	13580.78	0.8651814	0.08815653	0.0
Doxorubicin	ENSG00000134757	13575.61	0.86483343	-0.02347107	0.0
Doxorubicin	ENSG00000146232	13568.92	0.86438317	-0.04662566	0.0
Doxorubicin	ENSG00000116353	13560.56	0.8638205	-0.04374671	0.0
Doxorubicin	ENSG00000144645	13557.98	0.86364686	0.03304665	0.0
Doxorubicin	ENSG00000001626	13551.38	0.86320265	0.06655057	0.0
Doxorubicin	ENSG00000080603	13538.05	0.86230548	0.01592856	0.0
Doxorubicin	ENSG00000092853	13535.74	0.86215001	0.0212599	0.0
Doxorubicin	ENSG00000141447	13532.3	0.86191848	0.05928955	0.0
Doxorubicin	ENSG00000173039	13529.38	0.86172195	-0.01558486	0.0
Doxorubicin	ENSG00000138075	13527.2	0.86157523	0.0180019	0.0
Doxorubicin	ENSG00000108651	13526.44	0.86152408	-0.08120545	0.0
Doxorubicin	ENSG00000185024	13524.4	0.86138678	-0.00764846	0.0
Doxorubicin	ENSG00000113643	13521.73	0.86120708	-0.04549672	0.0
Doxorubicin	ENSG00000177971	13512.16	0.86056297	-0.07526604	0.0
Doxorubicin	ENSG00000116455	13510.88	0.86047682	-0.07790609	0.0
Doxorubicin	ENSG00000176658	13510.08	0.86042298	0.05884593	0.0
Doxorubicin	ENSG00000135316	13509.8	0.86040414	-0.07128775	0.0
Doxorubicin	ENSG00000171403	13500.67	0.85978965	-0.06953865	0.0
Doxorubicin	ENSG00000100226	13500.0	0.85974455	0.04165999	0.0
Doxorubicin	ENSG00000075461	13497.69	0.85958908	0.14430132	0.38
Doxorubicin	ENSG00000198846	13491.5	0.85917247	0.0246565	0.0
Doxorubicin	ENSG00000172432	13482.22	0.85854788	-0.05755905	0.0
Doxorubicin	ENSG00000175634	13475.81	0.85811646	0.04304774	0.0
Doxorubicin	ENSG00000110218	13473.33	0.85794955	-0.05896592	0.0
Doxorubicin	ENSG00000162736	13472.49	0.85789301	0.04755972	0.0
Doxorubicin	ENSG00000102385	13465.1	0.85739563	0.09770779	0.01
Doxorubicin	ENSG00000105701	13460.18	0.8570645	0.07673522	0.0
Doxorubicin	ENSG00000092345	13450.61	0.85642039	-0.0497336	0.0
Doxorubicin	ENSG00000166557	13447.67	0.85622252	0.11373272	0.01
Doxorubicin	ENSG00000089876	13442.53	0.85587657	-0.02095975	0.0
Doxorubicin	ENSG00000136628	13441.2	0.85578706	-0.0222678	0.0
Doxorubicin	ENSG00000128394	13441.2	0.85578706	-0.02411725	0.0
Doxorubicin	ENSG00000122965	13440.88	0.85576552	0.00197278	0.0
Doxorubicin	ENSG00000124802	13439.17	0.85565043	-0.1445058	0.39
Doxorubicin	ENSG00000215788	13438.97	0.85563697	0.0170314	0.0
Doxorubicin	ENSG00000065183	13436.32	0.85545861	-0.02386071	0.0
Doxorubicin	ENSG00000198700	13433.75	0.85528564	0.01794482	0.0
Doxorubicin	ENSG00000122218	13433.54	0.85527151	0.08363791	0.0
Doxorubicin	ENSG00000176170	13432.94	0.85523113	-0.04617638	0.0
Doxorubicin	ENSG00000021645	13427.49	0.85486432	0.17006461	0.77
Doxorubicin	ENSG00000160179	13425.07	0.85470144	0.02204336	0.0
Doxorubicin	ENSG00000175274	13419.84	0.85434944	0.15500163	0.57
Doxorubicin	ENSG00000140750	13416.32	0.85411253	0.02898643	0.0
Doxorubicin	ENSG00000062598	13413.83	0.85394494	-0.00426313	0.0
Doxorubicin	ENSG00000227345	13407.9	0.85354583	-0.11322741	0.02
Doxorubicin	ENSG00000008083	13407.5	0.8535189	-0.11845369	0.02
Doxorubicin	ENSG00000140264	13395.24	0.85269375	0.13900578	0.34
Doxorubicin	ENSG00000106976	13386.05	0.85207523	-0.00094547	0.0
Doxorubicin	ENSG00000138802	13383.48	0.85190226	-0.05325667	0.0
Doxorubicin	ENSG00000101452	13380.76	0.85171919	-0.11760138	0.06
Doxorubicin	ENSG00000123349	13375.78	0.85138401	0.00220593	0.0
Doxorubicin	ENSG00000165527	13372.37	0.8511545	-0.02446537	0.0
Doxorubicin	ENSG00000113387	13372.0	0.8511296	-0.00653211	0.0
Doxorubicin	ENSG00000167978	13369.91	0.85098894	0.06220077	0.0
Doxorubicin	ENSG00000101049	13368.71	0.85090817	0.07291534	0.0
Doxorubicin	ENSG00000171988	13362.75	0.85050704	-0.15518981	0.62
Doxorubicin	ENSG00000086232	13358.45	0.85021763	0.06181853	0.0
Doxorubicin	ENSG00000110697	13348.92	0.84957622	0.08666153	0.0
Doxorubicin	ENSG00000105135	13333.63	0.84854714	0.05717866	0.0
Doxorubicin	ENSG00000185104	13333.37	0.84852964	-0.02091248	0.0
Doxorubicin	ENSG00000112294	13330.84	0.84835936	-0.1471341	0.44
Doxorubicin	ENSG00000039650	13327.63	0.84814331	0.03782182	0.0
Doxorubicin	ENSG00000164776	13326.3	0.84805379	0.00569409	0.0
Doxorubicin	ENSG00000103274	13325.07	0.84797101	-0.02522331	0.0
Doxorubicin	ENSG00000100442	13323.92	0.84789361	-0.04561207	0.0
Doxorubicin	ENSG00000109971	13323.29	0.84785121	0.01429587	0.0
Doxorubicin	ENSG00000132964	13321.81	0.8477516	0.0179894	0.0
Doxorubicin	ENSG00000091831	13313.07	0.84716336	0.00437921	0.0
Doxorubicin	ENSG00000182108	13309.69	0.84693587	0.14704234	0.36
